时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.003	0.007	1.005	0.305	-0.366	17.700	-0.49	-0.64	-8.78	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.003	0.007	1.005	0.305	-0.366	17.700	-0.49	-0.64	-8.79	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.003	0.007	1.005	0.305	-0.366	17.700	-0.49	-0.64	-8.79	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.015	0.007	1.005	0.305	-0.366	17.700	-0.48	-0.64	-8.79	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.015	-0.009	0.998	0.122	0.000	17.090	-0.48	-0.64	-8.81	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:514	WT901BLE67(34EC198DD516)	0.015	-0.009	0.998	0.122	0.000	17.090	-0.48	-0.64	-8.81	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:515	WT901BLE67(34EC198DD516)	0.029	-0.009	0.998	0.122	0.000	17.090	-0.48	-0.64	-8.82	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:515	WT901BLE67(34EC198DD516)	0.029	-0.009	1.000	0.122	0.061	16.602	-0.48	-0.64	-8.82	-32.925	39.775	2.325	-0.99704	0.00455	0.00531	0.07581	29.1	10055.1.2	50
2023-11-3 14:17:1:573	WT901BLE67(34EC198DD516)	0.029	-0.009	1.000	0.122	0.061	16.602	-0.48	-0.64	-8.83	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:573	WT901BLE67(34EC198DD516)	0.029	-0.009	1.000	0.122	0.061	16.602	-0.48	-0.64	-8.84	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.007	-0.009	1.000	0.122	0.061	16.602	-0.48	-0.64	-8.85	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.007	-0.002	1.000	0.061	0.061	18.127	-0.48	-0.64	-8.85	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.007	-0.002	1.000	0.061	0.061	18.127	-0.49	-0.64	-8.85	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.007	-0.002	1.000	0.061	0.061	18.127	-0.49	-0.64	-8.85	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.005	-0.002	1.000	0.061	0.061	18.127	-0.49	-0.64	-8.85	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:574	WT901BLE67(34EC198DD516)	0.005	-0.006	1.000	0.000	0.366	17.090	-0.49	-0.64	-8.86	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.005	-0.006	1.000	0.000	0.366	17.090	-0.49	-0.64	-8.87	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.018	-0.006	1.000	0.000	0.366	17.090	-0.49	-0.64	-8.88	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.018	-0.006	0.999	0.000	0.244	15.869	-0.49	-0.64	-8.89	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.018	-0.006	0.999	0.000	0.244	15.869	-0.49	-0.63	-8.90	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.018	-0.006	0.999	0.000	0.244	15.869	-0.49	-0.63	-8.92	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.027	-0.006	0.999	0.000	0.244	15.869	-0.49	-0.63	-8.93	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.027	-0.005	1.001	0.000	0.183	16.846	-0.49	-0.63	-8.93	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:602	WT901BLE67(34EC198DD516)	0.027	-0.005	1.001	0.000	0.183	16.846	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.010	-0.005	1.001	0.000	0.183	16.846	-0.49	-0.63	-8.95	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.061	0.000	18.799	-0.49	-0.63	-8.95	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.061	0.000	18.799	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.061	0.000	18.799	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.017	-0.008	0.999	0.061	0.000	18.799	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.017	-0.006	0.999	0.000	-0.183	18.494	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.017	-0.006	0.999	0.000	-0.183	18.494	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:634	WT901BLE67(34EC198DD516)	0.017	-0.006	0.999	0.000	-0.183	18.494	-0.49	-0.63	-8.94	-32.925	39.775	2.325	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:694	WT901BLE67(34EC198DD516)	0.015	-0.006	0.999	0.000	-0.183	18.494	-0.49	-0.63	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:694	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.555	-0.49	-0.63	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:694	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.555	-0.50	-0.63	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:694	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.555	-0.50	-0.64	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:695	WT901BLE67(34EC198DD516)	0.008	-0.005	1.000	0.000	-0.183	18.555	-0.50	-0.64	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:695	WT901BLE67(34EC198DD516)	0.008	-0.004	1.002	-0.061	-0.183	17.578	-0.50	-0.64	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:695	WT901BLE67(34EC198DD516)	0.008	-0.004	1.002	-0.061	-0.183	17.578	-0.50	-0.64	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:695	WT901BLE67(34EC198DD516)	0.008	-0.004	1.002	-0.061	-0.183	17.578	-0.50	-0.64	-8.96	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:725	WT901BLE67(34EC198DD516)	0.033	-0.004	1.002	-0.061	-0.183	17.578	-0.51	-0.64	-8.96	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:725	WT901BLE67(34EC198DD516)	0.033	-0.013	1.000	0.061	-0.305	19.714	-0.51	-0.64	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:725	WT901BLE67(34EC198DD516)	0.033	-0.013	1.000	0.061	-0.305	19.714	-0.51	-0.64	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:726	WT901BLE67(34EC198DD516)	-0.019	-0.013	1.000	0.061	-0.305	19.714	-0.51	-0.64	-8.94	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:726	WT901BLE67(34EC198DD516)	-0.019	0.000	1.002	0.000	-0.366	18.311	-0.51	-0.64	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:726	WT901BLE67(34EC198DD516)	-0.019	0.000	1.002	0.000	-0.366	18.311	-0.51	-0.65	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:726	WT901BLE67(34EC198DD516)	-0.019	0.000	1.002	0.000	-0.366	18.311	-0.51	-0.65	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:726	WT901BLE67(34EC198DD516)	0.011	0.000	1.002	0.000	-0.366	18.311	-0.51	-0.65	-8.95	-32.917	39.392	3.342	-0.99695	0.00467	0.00528	0.07697	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.011	-0.005	1.001	0.061	-0.183	14.343	-0.51	-0.65	-8.97	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.011	-0.005	1.001	0.061	-0.183	14.343	-0.51	-0.65	-8.99	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.029	-0.005	1.001	0.061	-0.183	14.343	-0.51	-0.65	-9.01	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.029	-0.009	0.998	0.061	0.000	15.320	-0.51	-0.65	-9.03	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.029	-0.009	0.998	0.061	0.000	15.320	-0.51	-0.65	-9.05	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.029	-0.009	0.998	0.061	0.000	15.320	-0.51	-0.65	-9.06	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:812	WT901BLE67(34EC198DD516)	0.024	-0.009	0.998	0.061	0.000	15.320	-0.51	-0.65	-9.08	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:813	WT901BLE67(34EC198DD516)	0.024	-0.010	0.999	0.122	0.183	17.151	-0.51	-0.65	-9.09	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.024	-0.010	0.999	0.122	0.183	17.151	-0.51	-0.65	-9.09	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.024	-0.010	0.999	0.122	0.183	17.151	-0.51	-0.64	-9.10	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.012	-0.010	0.999	0.122	0.183	17.151	-0.51	-0.64	-9.11	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.012	0.000	1.001	0.000	0.244	16.663	-0.51	-0.64	-9.11	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.012	0.000	1.001	0.000	0.244	16.663	-0.51	-0.64	-9.12	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.012	0.000	1.001	0.000	0.244	16.663	-0.51	-0.64	-9.14	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.018	0.000	1.001	0.000	0.244	16.663	-0.51	-0.64	-9.14	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:814	WT901BLE67(34EC198DD516)	0.018	-0.010	0.998	0.122	0.305	18.311	-0.51	-0.64	-9.15	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.018	-0.010	0.998	0.122	0.305	18.311	-0.51	-0.64	-9.15	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.014	-0.010	0.998	0.122	0.305	18.311	-0.51	-0.64	-9.15	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.014	-0.004	1.000	0.000	0.183	17.517	-0.51	-0.63	-9.15	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.014	-0.004	1.000	0.000	0.183	17.517	-0.51	-0.63	-9.16	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.014	-0.004	1.000	0.000	0.183	17.517	-0.51	-0.63	-9.16	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.009	-0.004	1.000	0.000	0.183	17.517	-0.51	-0.63	-9.17	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.009	-0.005	0.999	0.122	-0.061	17.822	-0.51	-0.63	-9.17	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:904	WT901BLE67(34EC198DD516)	0.009	-0.005	0.999	0.122	-0.061	17.822	-0.51	-0.63	-9.17	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.022	-0.005	0.999	0.122	-0.061	17.822	-0.51	-0.63	-9.18	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.022	-0.006	1.001	0.061	-0.061	17.883	-0.51	-0.63	-9.18	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.022	-0.006	1.001	0.061	-0.061	17.883	-0.51	-0.63	-9.18	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.022	-0.006	1.001	0.061	-0.061	17.883	-0.51	-0.63	-9.19	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.026	-0.006	1.001	0.061	-0.061	17.883	-0.51	-0.63	-9.20	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.026	-0.008	1.000	0.000	0.000	19.104	-0.52	-0.63	-9.19	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.026	-0.008	1.000	0.000	0.000	19.104	-0.52	-0.63	-9.19	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:905	WT901BLE67(34EC198DD516)	0.026	-0.008	1.000	0.000	0.000	19.104	-0.52	-0.63	-9.18	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:962	WT901BLE67(34EC198DD516)	-0.019	-0.008	1.000	0.000	0.000	19.104	-0.52	-0.64	-9.18	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:962	WT901BLE67(34EC198DD516)	-0.019	-0.002	0.999	0.000	0.000	17.273	-0.52	-0.64	-9.19	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:962	WT901BLE67(34EC198DD516)	-0.019	-0.002	0.999	0.000	0.000	17.273	-0.52	-0.64	-9.20	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:963	WT901BLE67(34EC198DD516)	0.018	-0.002	0.999	0.000	0.000	17.273	-0.52	-0.63	-9.21	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:963	WT901BLE67(34EC198DD516)	0.018	-0.005	1.000	0.000	-0.061	15.198	-0.52	-0.63	-9.22	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:963	WT901BLE67(34EC198DD516)	0.018	-0.005	1.000	0.000	-0.061	15.198	-0.52	-0.63	-9.24	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:963	WT901BLE67(34EC198DD516)	0.018	-0.005	1.000	0.000	-0.061	15.198	-0.52	-0.64	-9.26	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:963	WT901BLE67(34EC198DD516)	0.054	-0.005	1.000	0.000	-0.061	15.198	-0.52	-0.64	-9.28	-32.917	39.392	3.342	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	0.054	-0.012	1.000	0.000	-0.061	18.982	-0.52	-0.64	-9.27	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	0.054	-0.012	1.000	0.000	-0.061	18.982	-0.52	-0.64	-9.27	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	-0.022	-0.012	1.000	0.000	-0.061	18.982	-0.52	-0.64	-9.27	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	-0.022	-0.003	1.000	0.000	-0.183	18.066	-0.52	-0.64	-9.27	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	-0.022	-0.003	1.000	0.000	-0.183	18.066	-0.52	-0.64	-9.28	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	-0.022	-0.003	1.000	0.000	-0.183	18.066	-0.52	-0.64	-9.28	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	0.041	-0.003	1.000	0.000	-0.183	18.066	-0.53	-0.64	-9.28	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:1:995	WT901BLE67(34EC198DD516)	0.041	-0.011	1.002	0.061	-0.061	16.479	-0.53	-0.64	-9.29	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:52	WT901BLE67(34EC198DD516)	0.041	-0.011	1.002	0.061	-0.061	16.479	-0.53	-0.64	-9.31	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.041	-0.011	1.002	0.061	-0.061	16.479	-0.53	-0.64	-9.32	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.011	1.002	0.061	-0.061	16.479	-0.53	-0.64	-9.32	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.005	1.000	0.122	0.000	18.555	-0.53	-0.64	-9.33	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.005	1.000	0.122	0.000	18.555	-0.53	-0.64	-9.33	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.005	1.000	0.122	0.000	18.555	-0.53	-0.64	-9.33	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.005	0.999	0.244	0.122	16.907	-0.53	-0.64	-9.33	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:53	WT901BLE67(34EC198DD516)	0.013	-0.005	0.999	0.244	0.122	16.907	-0.53	-0.64	-9.34	-32.725	38.467	4.317	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.013	-0.005	0.999	0.244	0.122	16.907	-0.53	-0.64	-9.35	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.005	0.999	0.244	0.122	16.907	-0.52	-0.64	-9.36	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.005	0.999	0.305	0.183	17.517	-0.52	-0.64	-9.37	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.005	0.999	0.305	0.183	17.517	-0.52	-0.64	-9.37	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.005	0.999	0.305	0.183	17.517	-0.52	-0.64	-9.38	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.005	0.999	0.305	0.183	17.517	-0.52	-0.64	-9.38	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.006	1.000	0.183	0.000	18.555	-0.52	-0.64	-9.39	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:83	WT901BLE67(34EC198DD516)	0.016	-0.006	1.000	0.183	0.000	18.555	-0.52	-0.64	-9.39	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:142	WT901BLE67(34EC198DD516)	0.016	-0.006	1.000	0.183	0.000	18.555	-0.52	-0.64	-9.39	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:142	WT901BLE67(34EC198DD516)	-0.004	-0.006	1.000	0.000	0.244	16.296	-0.52	-0.64	-9.40	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
2023-11-3 14:17:2:142	WT901BLE67(34EC198DD516)	-0.004	-0.003	1.001	0.000	0.244	16.296	-0.52	-0.63	-9.41	-32.450	37.817	5.358	-0.99689	0.00485	0.00531	0.07803	29.1	10055.1.2	50
