时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.006	0.003	1.002	-0.366	-0.183	15.869	-0.07	-0.41	40.57	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.006	-0.000	0.995	-0.366	-0.183	15.869	-0.07	-0.41	40.41	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.006	-0.000	0.995	-0.366	-0.183	15.869	-0.07	-0.41	40.25	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.015	-0.000	0.995	-0.366	-0.183	15.869	-0.07	-0.41	40.08	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.015	-0.002	0.997	0.000	0.000	15.015	-0.07	-0.41	39.92	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:534	WT901BLE67(34EC198DD516)	0.015	-0.002	0.997	0.000	0.000	15.015	-0.07	-0.41	39.75	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.015	-0.002	0.997	0.000	0.000	15.015	-0.07	-0.42	39.58	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.026	-0.002	0.997	0.000	0.000	15.015	-0.07	-0.42	39.41	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.026	-0.001	0.999	0.061	0.000	17.883	-0.07	-0.42	39.26	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.026	-0.001	0.999	0.061	0.000	17.883	-0.08	-0.42	39.11	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.017	-0.001	0.999	0.061	0.000	17.883	-0.08	-0.42	38.96	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.017	-0.000	0.998	0.061	0.000	18.066	-0.08	-0.42	38.80	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.017	-0.000	0.998	0.061	0.000	18.066	-0.08	-0.42	38.66	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:592	WT901BLE67(34EC198DD516)	0.017	-0.000	0.998	0.061	0.000	18.066	-0.08	-0.42	38.50	-16.758	15.158	-1.500	-0.92328	-0.00082	0.00339	-0.38397	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	-0.009	-0.000	0.998	0.061	0.000	18.066	-0.08	-0.42	38.35	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	-0.009	0.001	1.000	0.061	-0.122	17.883	-0.08	-0.42	38.20	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	-0.009	0.001	1.000	0.061	-0.122	17.883	-0.08	-0.42	38.05	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	-0.009	0.001	1.000	0.061	-0.122	17.883	-0.08	-0.42	37.90	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	0.028	0.001	1.000	0.061	-0.122	17.883	-0.08	-0.42	37.74	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	0.028	-0.002	1.000	0.000	0.061	18.250	-0.08	-0.42	37.60	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	0.028	-0.002	1.000	0.000	0.061	18.250	-0.08	-0.42	37.45	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:628	WT901BLE67(34EC198DD516)	0.014	-0.002	1.000	0.000	0.061	18.250	-0.08	-0.42	37.29	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:681	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.000	18.982	-0.08	-0.42	37.15	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.000	18.982	-0.08	-0.42	37.00	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.000	18.982	-0.08	-0.42	36.86	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	-0.002	-0.001	1.000	0.000	0.000	18.982	-0.09	-0.42	36.71	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	-0.002	0.001	0.999	0.000	-0.122	19.043	-0.09	-0.43	36.57	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	-0.002	0.001	0.999	0.000	-0.122	19.043	-0.09	-0.43	36.43	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	0.007	0.001	0.999	0.000	-0.122	19.043	-0.09	-0.43	36.28	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:682	WT901BLE67(34EC198DD516)	0.007	0.000	0.998	0.244	0.061	18.494	-0.09	-0.43	36.13	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	0.007	0.000	0.998	0.244	0.061	18.494	-0.09	-0.43	35.99	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	0.007	0.000	0.998	0.244	0.061	18.494	-0.09	-0.43	35.84	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	-0.000	0.000	0.998	0.244	0.061	18.494	-0.09	-0.43	35.69	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	-0.000	0.001	1.001	0.366	0.000	17.029	-0.08	-0.43	35.54	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	-0.000	0.001	1.001	0.366	0.000	17.029	-0.08	-0.43	35.38	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	-0.000	0.001	1.001	0.366	0.000	17.029	-0.08	-0.43	35.23	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	0.025	0.001	1.001	0.366	0.000	17.029	-0.08	-0.43	35.07	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:714	WT901BLE67(34EC198DD516)	0.025	0.002	1.006	0.000	0.061	17.761	-0.08	-0.43	34.92	-16.758	15.158	-1.500	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.025	0.002	1.006	0.000	0.061	17.761	-0.08	-0.43	34.77	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.008	0.002	1.006	0.000	0.061	17.761	-0.08	-0.43	34.62	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.008	0.003	1.002	-0.244	0.061	15.808	-0.08	-0.43	34.46	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.008	0.003	1.002	-0.244	0.061	15.808	-0.09	-0.43	34.30	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.008	0.003	1.002	-0.244	0.061	15.808	-0.09	-0.43	34.15	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.017	0.003	1.002	-0.244	0.061	15.808	-0.09	-0.43	33.99	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.017	-0.002	0.995	-0.305	-0.122	16.907	-0.09	-0.43	33.83	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:803	WT901BLE67(34EC198DD516)	0.017	-0.002	0.995	-0.305	-0.122	16.907	-0.09	-0.43	33.68	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	0.017	-0.002	0.995	-0.305	-0.122	16.907	-0.10	-0.43	33.52	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	-0.004	-0.002	0.995	-0.305	-0.122	16.907	-0.10	-0.43	33.37	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	-0.004	0.000	0.999	0.122	0.000	16.968	-0.10	-0.43	33.22	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	-0.004	0.000	0.999	0.122	0.000	16.968	-0.10	-0.43	33.07	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	0.014	0.000	0.999	0.122	0.000	16.968	-0.10	-0.43	32.92	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.244	16.602	-0.10	-0.43	32.76	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.244	16.602	-0.10	-0.43	32.61	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:804	WT901BLE67(34EC198DD516)	0.014	-0.001	1.000	0.000	0.244	16.602	-0.10	-0.43	32.46	-20.033	15.850	-0.625	-0.94226	-0.00058	0.00366	-0.33469	28.9	10055.1.2	60
2023-11-3 14:16:35:864	WT901BLE67(34EC198DD516)	0.020	-0.001	1.000	0.000	0.244	16.602	-0.10	-0.43	32.31	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.020	-0.001	1.000	0.000	0.183	17.212	-0.10	-0.43	32.15	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.020	-0.001	1.000	0.000	0.183	17.212	-0.10	-0.43	32.00	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.020	-0.001	1.000	0.000	0.183	17.212	-0.10	-0.43	31.85	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.000	-0.001	1.000	0.000	0.183	17.212	-0.10	-0.43	31.71	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.000	0.001	0.999	0.061	-0.061	17.761	-0.10	-0.43	31.56	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.000	0.001	0.999	0.061	-0.061	17.761	-0.10	-0.43	31.41	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:865	WT901BLE67(34EC198DD516)	0.013	0.001	0.999	0.061	-0.061	17.761	-0.10	-0.43	31.27	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.013	-0.001	1.000	0.061	-0.122	17.883	-0.10	-0.43	31.12	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.013	-0.001	1.000	0.061	-0.122	17.883	-0.10	-0.43	30.98	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.003	-0.001	1.000	0.061	-0.122	17.883	-0.11	-0.43	30.83	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.000	0.000	16.663	-0.11	-0.43	30.68	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.000	0.000	16.663	-0.11	-0.43	30.53	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.000	0.000	16.663	-0.11	-0.43	30.38	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.042	0.000	0.999	0.000	0.000	16.663	-0.11	-0.43	30.23	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:894	WT901BLE67(34EC198DD516)	0.042	-0.001	1.000	0.000	0.000	17.761	-0.11	-0.43	30.09	-20.033	15.850	-0.625	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:953	WT901BLE67(34EC198DD516)	0.042	-0.001	1.000	0.000	0.000	17.761	-0.11	-0.43	29.94	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.042	-0.001	1.000	0.000	0.000	17.761	-0.12	-0.44	29.79	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.010	-0.001	1.000	0.000	0.000	17.761	-0.12	-0.44	29.65	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.010	-0.000	1.000	-0.061	0.061	19.775	-0.12	-0.44	29.52	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.010	-0.000	1.000	-0.061	0.061	19.775	-0.12	-0.44	29.38	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.010	-0.000	1.000	-0.061	0.061	19.775	-0.12	-0.44	29.25	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.020	-0.000	1.000	-0.061	0.061	19.775	-0.12	-0.44	29.12	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:954	WT901BLE67(34EC198DD516)	0.020	-0.003	0.999	0.061	-0.122	19.836	-0.12	-0.44	28.99	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	0.020	-0.003	0.999	0.061	-0.122	19.836	-0.12	-0.44	28.86	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.001	-0.003	0.999	0.061	-0.122	19.836	-0.13	-0.44	28.72	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.001	0.001	0.997	0.305	-0.244	20.386	-0.12	-0.44	28.59	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.001	0.001	0.997	0.305	-0.244	20.386	-0.12	-0.45	28.46	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.001	0.001	0.997	0.305	-0.244	20.386	-0.12	-0.45	28.33	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.009	0.001	0.997	0.305	-0.244	20.386	-0.12	-0.45	28.20	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.009	0.007	1.009	0.122	0.000	17.334	-0.12	-0.45	28.06	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:35:984	WT901BLE67(34EC198DD516)	-0.009	0.007	1.009	0.122	0.000	17.334	-0.12	-0.45	27.92	-23.283	16.433	0.358	-0.95782	-0.00024	0.00388	-0.28714	28.9	10055.1.2	60
2023-11-3 14:16:36:43	WT901BLE67(34EC198DD516)	0.016	0.007	1.009	0.122	0.000	17.334	-0.12	-0.45	27.77	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:43	WT901BLE67(34EC198DD516)	0.016	0.000	0.998	-0.122	0.122	16.174	-0.12	-0.45	27.62	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:43	WT901BLE67(34EC198DD516)	0.016	0.000	0.998	-0.122	0.122	16.174	-0.13	-0.45	27.47	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:44	WT901BLE67(34EC198DD516)	0.016	0.000	0.998	-0.122	0.122	16.174	-0.13	-0.45	27.32	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:44	WT901BLE67(34EC198DD516)	0.010	0.000	0.998	-0.122	0.122	16.174	-0.13	-0.45	27.17	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:44	WT901BLE67(34EC198DD516)	0.010	-0.000	0.999	0.000	0.244	16.785	-0.13	-0.45	27.03	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:44	WT901BLE67(34EC198DD516)	0.010	-0.000	0.999	0.000	0.244	16.785	-0.13	-0.45	26.89	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:44	WT901BLE67(34EC198DD516)	0.010	-0.000	0.999	0.000	0.244	16.785	-0.13	-0.45	26.74	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.004	-0.000	0.999	0.000	0.244	16.785	-0.13	-0.45	26.60	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.004	0.000	1.000	0.061	0.122	16.235	-0.13	-0.45	26.45	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.004	0.000	1.000	0.061	0.122	16.235	-0.13	-0.45	26.31	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.001	0.000	1.000	0.061	0.122	16.235	-0.13	-0.45	26.16	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.001	0.001	1.000	0.000	0.122	15.259	-0.13	-0.44	26.01	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.001	0.001	1.000	0.000	0.122	15.259	-0.13	-0.44	25.86	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.001	0.001	1.000	0.000	0.122	15.259	-0.13	-0.44	25.71	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:73	WT901BLE67(34EC198DD516)	0.030	0.001	1.000	0.000	0.122	15.259	-0.13	-0.44	25.56	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
2023-11-3 14:16:36:104	WT901BLE67(34EC198DD516)	0.030	-0.003	0.999	0.000	0.061	15.564	-0.13	-0.44	25.41	-23.283	16.433	0.358	-0.97043	0.00009	0.00412	-0.24121	28.9	10055.1.2	60
