时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-11-3 14:16:37:124	WT901BLE67(34EC198DD516)	0.006	0.000	1.001	-0.061	0.061	16.663	-0.24	-0.48	4.46	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.013	0.000	1.001	-0.061	0.061	16.663	-0.24	-0.48	4.37	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.013	-0.003	0.998	0.000	0.122	15.808	-0.24	-0.48	4.27	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.013	-0.003	0.998	0.000	0.122	15.808	-0.24	-0.48	4.17	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.013	-0.003	0.998	0.000	0.122	15.808	-0.24	-0.48	4.08	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.006	-0.003	0.998	0.000	0.122	15.808	-0.24	-0.48	3.98	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.006	0.000	1.000	0.000	0.000	16.663	-0.24	-0.48	3.89	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:125	WT901BLE67(34EC198DD516)	0.006	0.000	1.000	0.000	0.000	16.663	-0.24	-0.48	3.80	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:153	WT901BLE67(34EC198DD516)	0.016	0.000	1.000	0.000	0.000	16.663	-0.24	-0.48	3.71	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.016	-0.003	0.999	0.000	0.061	16.479	-0.24	-0.48	3.62	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.016	-0.003	0.999	0.000	0.061	16.479	-0.24	-0.48	3.53	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.016	-0.003	0.999	0.000	0.061	16.479	-0.24	-0.48	3.44	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.039	-0.003	0.999	0.000	0.061	16.479	-0.24	-0.48	3.35	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.039	-0.006	1.000	0.000	0.061	19.348	-0.24	-0.48	3.27	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.039	-0.006	1.000	0.000	0.061	19.348	-0.24	-0.48	3.20	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:154	WT901BLE67(34EC198DD516)	0.039	-0.006	1.000	0.000	0.061	19.348	-0.24	-0.48	3.12	-32.067	20.142	7.033	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.000	-0.006	1.000	0.000	0.061	19.348	-0.25	-0.48	3.05	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.000	0.000	1.000	0.061	-0.061	19.714	-0.25	-0.48	2.97	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.000	0.000	1.000	0.061	-0.061	19.714	-0.25	-0.48	2.90	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.016	0.000	1.000	0.061	-0.061	19.714	-0.25	-0.48	2.83	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.016	-0.003	1.000	0.122	0.000	19.470	-0.25	-0.48	2.76	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.016	-0.003	1.000	0.122	0.000	19.470	-0.25	-0.48	2.68	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.016	-0.003	1.000	0.122	0.000	19.470	-0.25	-0.48	2.61	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:212	WT901BLE67(34EC198DD516)	0.021	-0.003	1.000	0.122	0.000	19.470	-0.25	-0.48	2.54	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	0.021	-0.004	1.000	0.000	-0.061	20.874	-0.25	-0.48	2.47	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	0.021	-0.004	1.000	0.000	-0.061	20.874	-0.25	-0.48	2.41	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	-0.010	-0.004	1.000	0.000	-0.061	20.874	-0.25	-0.49	2.34	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	-0.010	0.004	1.002	0.000	-0.183	18.311	-0.25	-0.49	2.26	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	-0.010	0.004	1.002	0.000	-0.183	18.311	-0.25	-0.49	2.19	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	-0.010	0.004	1.002	0.000	-0.183	18.311	-0.25	-0.49	2.11	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	0.015	0.004	1.002	0.000	-0.183	18.311	-0.25	-0.49	2.04	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:243	WT901BLE67(34EC198DD516)	0.015	-0.002	1.001	0.000	-0.244	17.822	-0.25	-0.49	1.96	-32.633	21.383	8.050	-0.99887	0.00186	0.00427	-0.04620	28.9	10055.1.2	60
2023-11-3 14:16:37:303	WT901BLE67(34EC198DD516)	0.015	-0.002	1.001	0.000	-0.244	17.822	-0.25	-0.49	1.88	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:303	WT901BLE67(34EC198DD516)	0.015	-0.002	1.001	0.000	-0.244	17.822	-0.26	-0.49	1.80	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:303	WT901BLE67(34EC198DD516)	-0.009	-0.002	1.001	0.000	-0.244	17.822	-0.26	-0.50	1.72	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:303	WT901BLE67(34EC198DD516)	-0.009	0.003	1.000	0.000	0.000	15.564	-0.26	-0.50	1.64	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:303	WT901BLE67(34EC198DD516)	-0.009	0.003	1.000	0.000	0.000	15.564	-0.26	-0.50	1.55	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:304	WT901BLE67(34EC198DD516)	0.006	0.003	1.000	0.000	0.000	15.564	-0.26	-0.50	1.46	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:304	WT901BLE67(34EC198DD516)	0.006	-0.001	1.000	-0.061	0.122	14.709	-0.26	-0.49	1.37	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:304	WT901BLE67(34EC198DD516)	0.006	-0.001	1.000	-0.061	0.122	14.709	-0.26	-0.49	1.28	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:337	WT901BLE67(34EC198DD516)	0.018	-0.001	1.000	-0.061	0.122	14.709	-0.26	-0.49	1.19	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.018	-0.003	1.000	0.000	0.061	15.015	-0.26	-0.49	1.10	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.018	-0.003	1.000	0.000	0.061	15.015	-0.26	-0.49	1.01	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.018	-0.003	1.000	0.000	0.061	15.015	-0.26	-0.49	0.92	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.027	-0.003	1.000	0.000	0.061	15.015	-0.26	-0.49	0.83	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.027	-0.003	0.999	0.061	0.122	16.785	-0.26	-0.49	0.75	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.027	-0.003	0.999	0.061	0.122	16.785	-0.26	-0.49	0.67	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:338	WT901BLE67(34EC198DD516)	0.027	-0.003	0.999	0.061	0.122	16.785	-0.26	-0.49	0.59	-32.633	21.383	8.050	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:394	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.061	0.122	16.785	-0.26	-0.49	0.52	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:394	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.061	17.822	-0.26	-0.49	0.44	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:394	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.061	17.822	-0.26	-0.49	0.37	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:394	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.061	17.822	-0.26	-0.49	0.30	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:394	WT901BLE67(34EC198DD516)	0.000	-0.003	0.999	0.000	0.061	17.822	-0.26	-0.49	0.23	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:395	WT901BLE67(34EC198DD516)	0.000	-0.000	1.000	0.061	0.000	17.578	-0.26	-0.49	0.15	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:395	WT901BLE67(34EC198DD516)	0.000	-0.000	1.000	0.061	0.000	17.578	-0.26	-0.49	0.08	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:395	WT901BLE67(34EC198DD516)	0.000	-0.000	1.000	0.061	0.000	17.578	-0.26	-0.49	0.01	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:423	WT901BLE67(34EC198DD516)	0.026	-0.000	1.000	0.061	0.000	17.578	-0.26	-0.49	-0.06	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:423	WT901BLE67(34EC198DD516)	0.026	-0.004	1.000	0.061	0.000	18.005	-0.26	-0.49	-0.13	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.026	-0.004	1.000	0.061	0.000	18.005	-0.26	-0.49	-0.20	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.013	-0.004	1.000	0.061	0.000	18.005	-0.26	-0.49	-0.27	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.013	-0.003	1.000	0.061	0.122	18.555	-0.26	-0.49	-0.34	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.013	-0.003	1.000	0.061	0.122	18.555	-0.26	-0.49	-0.40	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.013	-0.003	1.000	0.061	0.122	18.555	-0.26	-0.49	-0.47	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:424	WT901BLE67(34EC198DD516)	0.003	-0.003	1.000	0.061	0.122	18.555	-0.26	-0.49	-0.53	-32.875	22.292	8.700	-0.99969	0.00211	0.00427	-0.02158	28.9	10055.1.2	60
2023-11-3 14:16:37:483	WT901BLE67(34EC198DD516)	0.003	0.000	1.000	0.000	0.183	18.921	-0.27	-0.49	-0.59	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.003	0.000	1.000	0.000	0.183	18.921	-0.27	-0.49	-0.66	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.021	0.000	1.000	0.000	0.183	18.921	-0.27	-0.49	-0.72	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.021	-0.006	0.999	0.000	0.000	18.921	-0.27	-0.49	-0.79	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.021	-0.006	0.999	0.000	0.000	18.921	-0.27	-0.49	-0.85	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.021	-0.006	0.999	0.000	0.000	18.921	-0.27	-0.49	-0.91	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.003	-0.006	0.999	0.000	0.000	18.921	-0.27	-0.49	-0.97	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:484	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.061	-0.061	18.005	-0.27	-0.49	-1.03	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.061	-0.061	18.005	-0.27	-0.50	-1.10	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.003	0.000	0.999	0.061	-0.061	18.005	-0.27	-0.50	-1.16	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.006	0.000	0.999	0.061	-0.061	18.005	-0.27	-0.50	-1.23	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.006	0.001	1.002	0.061	-0.061	18.616	-0.27	-0.50	-1.29	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.006	0.001	1.002	0.061	-0.061	18.616	-0.27	-0.50	-1.36	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.006	0.001	1.002	0.061	-0.061	18.616	-0.27	-0.50	-1.42	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.011	0.001	1.002	0.061	-0.061	18.616	-0.27	-0.50	-1.48	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:512	WT901BLE67(34EC198DD516)	0.011	-0.001	1.002	0.000	0.244	16.174	-0.27	-0.50	-1.55	-32.875	22.292	8.700	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.011	-0.001	1.002	0.000	0.244	16.174	-0.27	-0.50	-1.63	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.015	-0.001	1.002	0.000	0.244	16.174	-0.27	-0.49	-1.70	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.015	-0.001	1.001	-0.183	0.000	16.602	-0.27	-0.49	-1.77	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.015	-0.001	1.001	-0.183	0.000	16.602	-0.27	-0.50	-1.83	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.003	-0.001	1.001	-0.183	0.000	16.602	-0.28	-0.50	-1.91	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.003	-0.000	0.998	-0.061	0.000	16.663	-0.28	-0.50	-1.98	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.003	-0.000	0.998	-0.061	0.000	16.663	-0.28	-0.50	-2.04	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:572	WT901BLE67(34EC198DD516)	0.003	-0.000	0.998	-0.061	0.000	16.663	-0.28	-0.50	-2.11	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.017	-0.000	0.998	-0.061	0.000	16.663	-0.28	-0.50	-2.18	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.000	16.785	-0.28	-0.50	-2.25	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.000	16.785	-0.28	-0.50	-2.32	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.017	-0.003	0.999	0.000	0.000	16.785	-0.28	-0.50	-2.38	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.016	-0.003	0.999	0.000	0.000	16.785	-0.28	-0.50	-2.45	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.016	-0.002	0.999	0.000	0.000	17.334	-0.28	-0.50	-2.51	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:601	WT901BLE67(34EC198DD516)	0.016	-0.002	0.999	0.000	0.000	17.334	-0.28	-0.50	-2.58	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:602	WT901BLE67(34EC198DD516)	0.016	-0.002	0.999	0.000	0.000	17.334	-0.29	-0.50	-2.64	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:635	WT901BLE67(34EC198DD516)	0.013	-0.002	0.999	0.000	0.000	17.334	-0.29	-0.50	-2.70	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.013	-0.002	0.998	0.000	-0.061	18.250	-0.29	-0.50	-2.76	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.013	-0.002	0.998	0.000	-0.061	18.250	-0.29	-0.50	-2.82	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.013	-0.002	0.998	0.000	-0.061	18.250	-0.29	-0.50	-2.87	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.002	-0.002	0.998	0.000	-0.061	18.250	-0.29	-0.50	-2.93	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.002	-0.002	1.000	0.122	0.000	17.578	-0.29	-0.50	-2.99	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.002	-0.002	1.000	0.122	0.000	17.578	-0.29	-0.50	-3.05	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:636	WT901BLE67(34EC198DD516)	0.006	-0.002	1.000	0.122	0.000	17.578	-0.29	-0.50	-3.11	-32.958	23.458	8.892	-0.99994	0.00235	0.00433	0.00409	28.9	10055.1.2	60
2023-11-3 14:16:37:692	WT901BLE67(34EC198DD516)	0.006	-0.001	0.999	0.061	0.000	16.113	-0.29	-0.50	-3.18	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.006	-0.001	0.999	0.061	0.000	16.113	-0.29	-0.50	-3.25	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.034	-0.001	0.999	0.061	0.000	16.113	-0.29	-0.50	-3.31	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.034	-0.004	1.000	0.000	-0.061	18.250	-0.29	-0.51	-3.37	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.034	-0.004	1.000	0.000	-0.061	18.250	-0.29	-0.51	-3.42	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.034	-0.004	1.000	0.000	-0.061	18.250	-0.29	-0.51	-3.48	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.014	-0.004	1.000	0.000	-0.061	18.250	-0.29	-0.51	-3.53	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:693	WT901BLE67(34EC198DD516)	0.014	-0.003	1.000	0.122	0.000	18.982	-0.29	-0.51	-3.58	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:724	WT901BLE67(34EC198DD516)	0.014	-0.003	1.000	0.122	0.000	18.982	-0.29	-0.51	-3.63	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:724	WT901BLE67(34EC198DD516)	0.014	-0.003	1.000	0.122	0.000	18.982	-0.29	-0.51	-3.68	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:724	WT901BLE67(34EC198DD516)	0.023	-0.003	1.000	0.122	0.000	18.982	-0.29	-0.51	-3.73	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
2023-11-3 14:16:37:724	WT901BLE67(34EC198DD516)	0.023	-0.004	1.000	0.122	0.000	20.020	-0.29	-0.51	-3.77	-32.958	23.458	8.892	-0.99960	0.00262	0.00433	0.02612	28.9	10055.1.2	60
