时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	0.006	-0.002	0.997	-0.061	-0.366	17.334	-0.53	-0.60	-9.39	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	0.006	-0.002	0.997	-0.061	-0.366	17.334	-0.53	-0.60	-9.39	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	-0.003	-0.002	0.997	-0.061	-0.366	17.334	-0.53	-0.60	-9.40	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	-0.003	-0.008	1.002	0.000	-0.427	18.250	-0.53	-0.61	-9.40	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	-0.003	-0.008	1.002	0.000	-0.427	18.250	-0.53	-0.61	-9.40	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:635	WT901BLE67(34EC198DD516)	-0.003	-0.008	1.002	0.000	-0.427	18.250	-0.53	-0.61	-9.40	-32.308	37.517	4.808	-0.99673	0.00494	0.00494	0.07974	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	0.046	-0.008	1.002	0.000	-0.427	18.250	-0.53	-0.61	-9.41	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	0.046	-0.018	1.001	0.183	0.122	17.334	-0.53	-0.61	-9.42	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	0.046	-0.018	1.001	0.183	0.122	17.334	-0.53	-0.61	-9.42	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	0.046	-0.018	1.001	0.183	0.122	17.334	-0.53	-0.61	-9.43	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	-0.013	-0.018	1.001	0.183	0.122	17.334	-0.53	-0.61	-9.44	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	-0.013	0.000	0.998	0.000	0.366	15.381	-0.53	-0.61	-9.45	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	-0.013	0.000	0.998	0.000	0.366	15.381	-0.53	-0.60	-9.47	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:693	WT901BLE67(34EC198DD516)	-0.013	0.000	0.998	0.000	0.366	15.381	-0.53	-0.60	-9.49	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.018	0.000	0.998	0.000	0.366	15.381	-0.53	-0.60	-9.50	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.018	-0.003	1.000	0.061	0.183	15.076	-0.53	-0.60	-9.53	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.018	-0.003	1.000	0.061	0.183	15.076	-0.53	-0.60	-9.54	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.029	-0.003	1.000	0.061	0.183	15.076	-0.53	-0.60	-9.56	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.029	-0.008	1.000	0.244	0.183	18.433	-0.53	-0.60	-9.56	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.029	-0.008	1.000	0.244	0.183	18.433	-0.53	-0.60	-9.56	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.029	-0.008	1.000	0.244	0.183	18.433	-0.53	-0.59	-9.56	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:723	WT901BLE67(34EC198DD516)	0.020	-0.008	1.000	0.244	0.183	18.433	-0.53	-0.59	-9.56	-32.308	37.517	4.808	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.020	-0.006	1.000	0.061	0.061	17.517	-0.53	-0.59	-9.57	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.020	-0.006	1.000	0.061	0.061	17.517	-0.53	-0.59	-9.57	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.009	-0.006	1.000	0.061	0.061	17.517	-0.53	-0.59	-9.58	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.009	-0.004	1.000	0.000	0.061	17.822	-0.53	-0.59	-9.59	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.009	-0.004	1.000	0.000	0.061	17.822	-0.53	-0.59	-9.59	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.009	-0.004	1.000	0.000	0.061	17.822	-0.53	-0.59	-9.59	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.014	-0.004	1.000	0.000	0.061	17.822	-0.54	-0.59	-9.60	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:783	WT901BLE67(34EC198DD516)	0.014	-0.008	1.000	0.000	0.000	18.799	-0.54	-0.59	-9.60	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.014	-0.008	1.000	0.000	0.000	18.799	-0.54	-0.59	-9.60	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.013	-0.008	1.000	0.000	0.000	18.799	-0.54	-0.59	-9.60	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.013	-0.005	0.997	0.000	0.000	17.822	-0.54	-0.59	-9.60	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.013	-0.005	0.997	0.000	0.000	17.822	-0.54	-0.59	-9.61	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.013	-0.005	0.997	0.000	0.000	17.822	-0.54	-0.59	-9.61	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.015	-0.005	0.997	0.000	0.000	17.822	-0.54	-0.59	-9.61	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.127	-0.54	-0.59	-9.62	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:815	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.127	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99658	0.00497	0.00482	0.08173	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	0.015	-0.005	1.000	0.000	-0.183	18.127	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	0.013	-0.005	1.000	0.000	-0.183	18.127	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	0.013	-0.008	0.999	0.061	-0.122	19.043	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	0.013	-0.008	0.999	0.061	-0.122	19.043	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	0.013	-0.008	0.999	0.061	-0.122	19.043	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	-0.001	-0.008	0.999	0.061	-0.122	19.043	-0.54	-0.60	-9.62	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	-0.001	-0.006	1.000	0.000	0.000	15.808	-0.54	-0.60	-9.63	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:903	WT901BLE67(34EC198DD516)	-0.001	-0.006	1.000	0.000	0.000	15.808	-0.54	-0.60	-9.65	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	0.034	-0.006	1.000	0.000	0.000	15.808	-0.54	-0.60	-9.66	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	0.034	-0.004	0.999	0.000	-0.244	16.785	-0.54	-0.60	-9.67	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	0.034	-0.004	0.999	0.000	-0.244	16.785	-0.54	-0.60	-9.68	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	0.034	-0.004	0.999	0.000	-0.244	16.785	-0.54	-0.60	-9.69	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	-0.008	-0.004	0.999	0.000	-0.244	16.785	-0.55	-0.60	-9.70	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	-0.008	-0.008	1.001	0.000	-0.366	19.653	-0.55	-0.60	-9.70	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	-0.008	-0.008	1.001	0.000	-0.366	19.653	-0.55	-0.61	-9.69	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:935	WT901BLE67(34EC198DD516)	-0.008	-0.008	1.001	0.000	-0.366	19.653	-0.55	-0.61	-9.68	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.041	-0.008	1.001	0.000	-0.366	19.653	-0.55	-0.61	-9.68	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.041	-0.011	1.000	0.122	-0.122	15.991	-0.55	-0.61	-9.69	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.041	-0.011	1.000	0.122	-0.122	15.991	-0.55	-0.61	-9.71	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.009	-0.011	1.000	0.122	-0.122	15.991	-0.55	-0.61	-9.72	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.009	-0.005	1.000	0.122	0.000	17.883	-0.55	-0.61	-9.72	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.009	-0.005	1.000	0.122	0.000	17.883	-0.55	-0.61	-9.73	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.009	-0.005	1.000	0.122	0.000	17.883	-0.55	-0.61	-9.73	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:936	WT901BLE67(34EC198DD516)	0.005	-0.005	1.000	0.122	0.000	17.883	-0.55	-0.61	-9.73	-31.783	36.567	5.775	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.005	-0.004	0.999	0.122	0.122	17.822	-0.55	-0.61	-9.74	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.005	-0.004	0.999	0.122	0.122	17.822	-0.55	-0.61	-9.74	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.005	-0.004	0.999	0.122	0.122	17.822	-0.55	-0.61	-9.75	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.023	-0.004	0.999	0.122	0.122	17.822	-0.55	-0.61	-9.76	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.023	-0.007	1.000	0.122	0.183	17.517	-0.55	-0.61	-9.76	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.023	-0.007	1.000	0.122	0.183	17.517	-0.55	-0.60	-9.77	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.023	-0.007	1.000	0.122	0.183	17.517	-0.55	-0.60	-9.77	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:22:993	WT901BLE67(34EC198DD516)	0.014	-0.007	1.000	0.122	0.183	17.517	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.014	-0.005	0.998	0.122	0.244	18.188	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.014	-0.005	0.998	0.122	0.244	18.188	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.006	-0.005	0.998	0.122	0.244	18.188	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.006	-0.006	0.999	0.122	0.122	18.250	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.006	-0.006	0.999	0.122	0.122	18.250	-0.55	-0.60	-9.78	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.004	-0.006	0.999	0.122	0.122	18.250	-0.55	-0.60	-9.79	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.004	-0.006	1.000	0.000	0.000	15.991	-0.55	-0.60	-9.80	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:22	WT901BLE67(34EC198DD516)	0.004	-0.006	1.000	0.000	0.000	15.991	-0.55	-0.60	-9.81	-31.158	35.692	6.475	-0.99643	0.00513	0.00479	0.08368	29.1	10055.1.2	50
2023-11-3 14:17:23:82	WT901BLE67(34EC198DD516)	0.004	-0.006	1.000	0.000	0.000	15.991	-0.55	-0.60	-9.83	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.031	-0.006	1.000	0.000	0.000	15.991	-0.55	-0.60	-9.84	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.031	-0.008	1.000	0.000	0.000	16.296	-0.55	-0.60	-9.85	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.031	-0.008	1.000	0.000	0.000	16.296	-0.55	-0.60	-9.86	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.031	-0.008	1.000	0.000	0.000	16.296	-0.55	-0.60	-9.87	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.014	-0.008	1.000	0.000	0.000	16.296	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.014	-0.006	1.000	0.000	-0.061	18.860	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:83	WT901BLE67(34EC198DD516)	0.014	-0.006	1.000	0.000	-0.061	18.860	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.014	-0.006	1.000	0.000	-0.061	18.860	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.020	-0.006	1.000	0.000	-0.061	18.860	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.020	-0.006	0.999	0.000	-0.244	17.761	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.020	-0.006	0.999	0.000	-0.244	17.761	-0.55	-0.60	-9.88	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.020	-0.006	0.999	0.000	-0.244	17.761	-0.55	-0.60	-9.89	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.015	-0.006	0.999	0.000	-0.244	17.761	-0.56	-0.60	-9.89	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.015	-0.007	0.999	0.000	-0.183	18.433	-0.56	-0.60	-9.89	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:115	WT901BLE67(34EC198DD516)	0.015	-0.007	0.999	0.000	-0.183	18.433	-0.56	-0.60	-9.89	-31.158	35.692	6.475	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.012	-0.007	0.999	0.000	-0.183	18.433	-0.56	-0.60	-9.89	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.012	-0.005	1.000	0.000	0.000	19.226	-0.56	-0.60	-9.89	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.012	-0.005	1.000	0.000	0.000	19.226	-0.56	-0.60	-9.89	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.010	-0.005	1.000	0.000	0.000	19.226	-0.56	-0.60	-9.88	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.010	-0.007	0.999	0.122	-0.061	16.602	-0.56	-0.60	-9.89	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.010	-0.007	0.999	0.122	-0.061	16.602	-0.56	-0.60	-9.90	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.010	-0.007	0.999	0.122	-0.061	16.602	-0.56	-0.61	-9.92	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:175	WT901BLE67(34EC198DD516)	0.022	-0.007	0.999	0.122	-0.061	16.602	-0.56	-0.61	-9.92	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:204	WT901BLE67(34EC198DD516)	0.022	-0.007	1.000	0.183	0.061	19.104	-0.56	-0.60	-9.92	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
2023-11-3 14:17:23:205	WT901BLE67(34EC198DD516)	0.022	-0.007	1.000	0.183	0.061	19.104	-0.56	-0.60	-9.92	-30.358	34.833	6.967	-0.99628	0.00525	0.00485	0.08527	29.1	10055.1.2	50
