时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	0.010	-0.004	0.999	-0.122	0.061	19.470	-0.50	-0.14	9.01	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	0.010	-0.005	0.999	-0.061	0.183	19.409	-0.50	-0.14	9.11	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	0.010	-0.005	0.999	-0.061	0.183	19.409	-0.50	-0.14	9.21	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	0.010	-0.005	0.999	-0.061	0.183	19.409	-0.50	-0.14	9.30	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	-0.032	-0.005	0.999	-0.061	0.183	19.409	-0.50	-0.14	9.40	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	-0.032	-0.004	0.999	-0.122	0.244	17.517	-0.50	-0.14	9.49	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:775	WT901BLE67(34EC198DD516)	-0.032	-0.004	0.999	-0.122	0.244	17.517	-0.50	-0.14	9.57	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	-0.032	-0.004	0.999	-0.122	0.244	17.517	-0.51	-0.14	9.66	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	-0.007	-0.004	0.999	-0.122	0.244	17.517	-0.51	-0.14	9.75	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	-0.007	-0.010	1.000	0.061	0.061	14.771	-0.50	-0.14	9.83	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	-0.007	-0.010	1.000	0.061	0.061	14.771	-0.50	-0.14	9.90	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	0.041	-0.010	1.000	0.061	0.061	14.771	-0.50	-0.13	9.98	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	0.041	-0.008	1.002	0.244	0.000	17.578	-0.50	-0.13	10.07	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	0.041	-0.008	1.002	0.244	0.000	17.578	-0.50	-0.13	10.16	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:803	WT901BLE67(34EC198DD516)	0.041	-0.008	1.002	0.244	0.000	17.578	-0.49	-0.13	10.25	4.683	31.817	42.808	-0.99823	0.00436	0.00153	-0.05853	29.1	10055.1.2	50
2023-11-3 14:17:29:863	WT901BLE67(34EC198DD516)	0.003	-0.008	1.002	0.244	0.000	17.578	-0.49	-0.13	10.34	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	0.003	-0.007	0.999	0.244	-0.122	18.066	-0.49	-0.13	10.43	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	0.003	-0.007	0.999	0.244	-0.122	18.066	-0.49	-0.14	10.52	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	-0.003	-0.007	0.999	0.244	-0.122	18.066	-0.49	-0.14	10.62	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	-0.003	-0.008	0.999	0.122	-0.122	17.761	-0.49	-0.14	10.71	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	-0.003	-0.008	0.999	0.122	-0.122	17.761	-0.49	-0.14	10.80	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	-0.003	-0.008	0.999	0.122	-0.122	17.761	-0.49	-0.14	10.89	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:864	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.122	-0.122	17.761	-0.49	-0.14	10.99	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:894	WT901BLE67(34EC198DD516)	0.010	-0.006	1.001	0.000	-0.061	17.761	-0.49	-0.14	11.08	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.010	-0.006	1.001	0.000	-0.061	17.761	-0.49	-0.14	11.17	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.010	-0.006	1.001	0.000	-0.061	17.761	-0.49	-0.14	11.27	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.000	-0.006	1.001	0.000	-0.061	17.761	-0.49	-0.14	11.36	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.000	-0.006	0.999	0.061	-0.122	17.273	-0.49	-0.14	11.45	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.000	-0.006	0.999	0.061	-0.122	17.273	-0.49	-0.14	11.54	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.000	-0.006	0.999	0.061	-0.122	17.273	-0.49	-0.14	11.63	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:895	WT901BLE67(34EC198DD516)	0.020	-0.006	0.999	0.061	-0.122	17.273	-0.49	-0.14	11.72	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:953	WT901BLE67(34EC198DD516)	0.020	-0.005	0.998	0.061	-0.122	18.311	-0.49	-0.14	11.82	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:953	WT901BLE67(34EC198DD516)	0.020	-0.005	0.998	0.061	-0.122	18.311	-0.48	-0.14	11.92	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:953	WT901BLE67(34EC198DD516)	0.020	-0.005	0.998	0.061	-0.122	18.311	-0.48	-0.14	12.01	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:953	WT901BLE67(34EC198DD516)	0.009	-0.005	0.998	0.061	-0.122	18.311	-0.48	-0.14	12.11	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:953	WT901BLE67(34EC198DD516)	0.009	-0.006	1.000	0.000	0.000	18.555	-0.48	-0.14	12.21	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:954	WT901BLE67(34EC198DD516)	0.009	-0.006	1.000	0.000	0.000	18.555	-0.48	-0.14	12.30	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:954	WT901BLE67(34EC198DD516)	-0.017	-0.006	1.000	0.000	0.000	18.555	-0.48	-0.14	12.40	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:954	WT901BLE67(34EC198DD516)	-0.017	-0.004	0.998	0.000	0.061	17.029	-0.48	-0.14	12.50	4.683	31.817	42.808	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	-0.017	-0.004	0.998	0.000	0.061	17.029	-0.48	-0.14	12.58	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	-0.017	-0.004	0.998	0.000	0.061	17.029	-0.48	-0.14	12.68	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.020	-0.004	0.998	0.000	0.061	17.029	-0.48	-0.14	12.77	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.000	0.122	17.090	-0.48	-0.14	12.86	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.000	0.122	17.090	-0.48	-0.14	12.95	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.000	0.122	17.090	-0.48	-0.14	13.05	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.021	-0.005	0.999	0.000	0.122	17.090	-0.48	-0.14	13.14	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:29:985	WT901BLE67(34EC198DD516)	0.021	-0.008	1.000	0.000	0.000	18.494	-0.48	-0.14	13.24	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:44	WT901BLE67(34EC198DD516)	0.021	-0.008	1.000	0.000	0.000	18.494	-0.48	-0.14	13.34	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:44	WT901BLE67(34EC198DD516)	-0.003	-0.008	1.000	0.000	0.000	18.494	-0.48	-0.14	13.44	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	-0.003	-0.010	1.000	-0.122	0.122	18.555	-0.48	-0.14	13.54	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	-0.003	-0.010	1.000	-0.122	0.122	18.555	-0.48	-0.14	13.63	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	-0.003	-0.010	1.000	-0.122	0.122	18.555	-0.48	-0.14	13.73	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	0.011	-0.010	1.000	-0.122	0.122	18.555	-0.48	-0.14	13.83	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	0.011	0.000	0.998	-0.061	0.183	19.043	-0.48	-0.14	13.94	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:45	WT901BLE67(34EC198DD516)	0.011	0.000	0.998	-0.061	0.183	19.043	-0.48	-0.13	14.04	7.958	30.692	41.608	-0.99609	0.00424	0.00156	-0.08774	29.1	10055.1.2	50
2023-11-3 14:17:30:74	WT901BLE67(34EC198DD516)	-0.024	0.000	0.998	-0.061	0.183	19.043	-0.48	-0.13	14.14	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	-0.024	-0.010	1.000	0.183	0.122	17.212	-0.48	-0.13	14.23	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	-0.024	-0.010	1.000	0.183	0.122	17.212	-0.48	-0.13	14.33	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	-0.024	-0.010	1.000	0.183	0.122	17.212	-0.48	-0.13	14.42	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	0.008	-0.010	1.000	0.183	0.122	17.212	-0.48	-0.13	14.51	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	0.008	-0.007	1.000	0.244	0.000	17.517	-0.48	-0.13	14.61	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	0.008	-0.007	1.000	0.244	0.000	17.517	-0.48	-0.13	14.71	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:75	WT901BLE67(34EC198DD516)	0.008	-0.007	1.000	0.244	0.000	17.517	-0.48	-0.13	14.80	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:102	WT901BLE67(34EC198DD516)	0.023	-0.007	1.000	0.244	0.000	17.517	-0.47	-0.13	14.90	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.023	-0.005	1.000	0.183	-0.122	16.724	-0.47	-0.13	14.99	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.023	-0.005	1.000	0.183	-0.122	16.724	-0.47	-0.13	15.08	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.023	-0.005	1.000	0.183	-0.122	16.724	-0.47	-0.13	15.18	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.005	-0.005	1.000	0.183	-0.122	16.724	-0.47	-0.13	15.27	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.005	-0.006	1.000	0.122	-0.061	17.578	-0.47	-0.13	15.36	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.005	-0.006	1.000	0.122	-0.061	17.578	-0.47	-0.13	15.46	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:103	WT901BLE67(34EC198DD516)	0.005	-0.006	1.000	0.122	-0.061	17.578	-0.47	-0.13	15.56	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:163	WT901BLE67(34EC198DD516)	-0.013	-0.006	1.000	0.122	-0.061	17.578	-0.47	-0.13	15.65	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:163	WT901BLE67(34EC198DD516)	-0.013	-0.005	1.000	0.061	-0.061	16.174	-0.47	-0.13	15.74	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:163	WT901BLE67(34EC198DD516)	-0.013	-0.005	1.000	0.061	-0.061	16.174	-0.47	-0.13	15.83	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:164	WT901BLE67(34EC198DD516)	0.010	-0.005	1.000	0.061	-0.061	16.174	-0.47	-0.13	15.92	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:164	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.000	-0.061	16.174	-0.47	-0.13	16.01	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:164	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.000	-0.061	16.174	-0.47	-0.13	16.10	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:164	WT901BLE67(34EC198DD516)	0.010	-0.008	0.999	0.000	-0.061	16.174	-0.47	-0.13	16.19	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:164	WT901BLE67(34EC198DD516)	0.033	-0.008	0.999	0.000	-0.061	16.174	-0.47	-0.13	16.28	7.958	30.692	41.608	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.033	-0.006	0.998	0.000	-0.122	18.311	-0.47	-0.13	16.38	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.033	-0.006	0.998	0.000	-0.122	18.311	-0.47	-0.13	16.48	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.000	-0.006	0.998	0.000	-0.122	18.311	-0.47	-0.13	16.58	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.000	-0.005	0.999	0.000	0.000	17.944	-0.47	-0.13	16.68	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.000	-0.005	0.999	0.000	0.000	17.944	-0.47	-0.13	16.78	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.000	-0.005	0.999	0.000	0.000	17.944	-0.47	-0.13	16.88	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.002	-0.005	0.999	0.000	0.000	17.944	-0.47	-0.13	16.98	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:195	WT901BLE67(34EC198DD516)	0.002	-0.008	1.000	-0.061	0.000	18.738	-0.47	-0.13	17.08	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:253	WT901BLE67(34EC198DD516)	0.002	-0.008	1.000	-0.061	0.000	18.738	-0.47	-0.13	17.18	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:253	WT901BLE67(34EC198DD516)	0.002	-0.008	1.000	-0.061	0.000	18.738	-0.47	-0.13	17.29	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:253	WT901BLE67(34EC198DD516)	0.017	-0.008	1.000	-0.061	0.000	18.738	-0.47	-0.13	17.39	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:254	WT901BLE67(34EC198DD516)	0.017	-0.001	0.998	0.061	0.000	18.494	-0.47	-0.13	17.49	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:254	WT901BLE67(34EC198DD516)	0.017	-0.001	0.998	0.061	0.000	18.494	-0.47	-0.13	17.59	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:254	WT901BLE67(34EC198DD516)	0.000	-0.001	0.998	0.061	0.000	18.494	-0.46	-0.13	17.70	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:254	WT901BLE67(34EC198DD516)	0.000	-0.010	1.000	0.000	0.061	19.043	-0.46	-0.13	17.80	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:254	WT901BLE67(34EC198DD516)	0.000	-0.010	1.000	0.000	0.061	19.043	-0.46	-0.13	17.91	10.450	29.567	40.075	-0.99277	0.00406	0.00171	-0.11954	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	0.000	-0.010	1.000	0.000	0.061	19.043	-0.46	-0.13	18.01	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	-0.002	-0.010	1.000	0.000	0.061	19.043	-0.46	-0.13	18.12	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	-0.002	-0.003	0.999	0.061	0.244	18.494	-0.46	-0.13	18.22	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	-0.002	-0.003	0.999	0.061	0.244	18.494	-0.46	-0.13	18.32	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	-0.002	-0.003	0.999	0.061	0.244	18.494	-0.46	-0.13	18.42	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	0.001	-0.003	0.999	0.061	0.244	18.494	-0.46	-0.12	18.53	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	0.001	-0.004	1.001	0.122	0.000	17.029	-0.46	-0.12	18.62	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:282	WT901BLE67(34EC198DD516)	0.001	-0.004	1.001	0.122	0.000	17.029	-0.46	-0.12	18.72	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	0.001	-0.004	1.001	0.122	0.000	17.029	-0.46	-0.12	18.81	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	-0.014	-0.004	1.001	0.122	0.000	17.029	-0.46	-0.12	18.91	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	-0.014	-0.011	1.001	0.244	0.000	14.404	-0.46	-0.12	18.99	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	-0.014	-0.011	1.001	0.244	0.000	14.404	-0.46	-0.12	19.07	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	-0.014	-0.011	1.001	0.244	0.000	14.404	-0.46	-0.12	19.15	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	0.018	-0.011	1.001	0.244	0.000	14.404	-0.45	-0.12	19.23	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	0.018	-0.007	1.000	0.061	0.061	16.907	-0.45	-0.12	19.33	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:344	WT901BLE67(34EC198DD516)	0.018	-0.007	1.000	0.061	0.061	16.907	-0.45	-0.12	19.42	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:373	WT901BLE67(34EC198DD516)	0.020	-0.007	1.000	0.061	0.061	16.907	-0.45	-0.12	19.52	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:373	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.061	0.000	18.311	-0.45	-0.12	19.62	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:373	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.061	0.000	18.311	-0.45	-0.12	19.72	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:373	WT901BLE67(34EC198DD516)	0.020	-0.005	0.999	0.061	0.000	18.311	-0.45	-0.12	19.82	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
2023-11-3 14:17:30:373	WT901BLE67(34EC198DD516)	0.008	-0.005	0.999	0.061	0.000	18.311	-0.45	-0.12	19.92	10.450	29.567	40.075	-0.98831	0.00385	0.00174	-0.15207	29.1	10055.1.2	50
