时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	温度(°C)	版本号()	电量(%)
2024-10-9 17:8:54:56	HC-06(556C659059FE)	-0.013	-0.004	0.996	-0.183	0.427	18.555	-0.20	0.37	38.19	33.6	18258	30
2024-10-9 17:8:54:57	HC-06(556C659059FE)	0.043	-0.007	1.002	0.183	0.305	16.541	-0.20	0.38	38.36	33.5	18258	30
2024-10-9 17:8:54:88	HC-06(556C659059FE)	0.025	0.004	1.001	0.183	0.305	18.799	-0.19	0.38	38.55	33.5	18258	30
2024-10-9 17:8:54:88	HC-06(556C659059FE)	-0.059	-0.005	0.993	-0.183	0.366	20.874	-0.19	0.38	38.76	33.6	18258	30
2024-10-9 17:8:54:89	HC-06(556C659059FE)	-0.032	-0.001	1.015	0.061	0.183	19.104	-0.19	0.38	38.96	33.5	18258	30
2024-10-9 17:8:54:118	HC-06(556C659059FE)	-0.012	-0.006	0.991	0.000	-0.061	16.846	-0.19	0.38	39.14	33.6	18258	30
2024-10-9 17:8:54:120	HC-06(556C659059FE)	0.013	-0.002	1.001	-0.183	0.366	16.846	-0.19	0.38	39.31	33.5	18258	30
2024-10-9 17:8:54:149	HC-06(556C659059FE)	-0.008	-0.001	0.999	0.305	0.366	16.907	-0.19	0.39	39.49	33.5	18258	30
2024-10-9 17:8:54:177	HC-06(556C659059FE)	-0.012	0.006	1.001	-0.305	0.183	17.273	-0.19	0.40	39.67	33.6	18258	30
2024-10-9 17:8:54:177	HC-06(556C659059FE)	0.006	-0.002	0.994	0.244	0.427	16.907	-0.19	0.40	39.85	33.5	18258	30
2024-10-9 17:8:54:178	HC-06(556C659059FE)	-0.007	0.001	1.004	0.183	0.305	17.639	-0.19	0.40	40.03	33.5	18258	30
2024-10-9 17:8:54:179	HC-06(556C659059FE)	-0.040	-0.001	0.998	0.427	0.244	17.273	-0.19	0.41	40.21	33.4	18258	30
2024-10-9 17:8:54:206	HC-06(556C659059FE)	0.004	0.007	1.001	-0.183	0.183	16.113	-0.19	0.41	40.38	33.5	18258	30
2024-10-9 17:8:54:208	HC-06(556C659059FE)	0.023	-0.012	0.995	0.366	0.183	15.381	-0.19	0.41	40.54	33.5	18258	30
2024-10-9 17:8:54:208	HC-06(556C659059FE)	-0.009	0.000	1.006	0.061	0.061	17.090	-0.19	0.41	40.71	33.5	18258	30
2024-10-9 17:8:54:210	HC-06(556C659059FE)	-0.034	-0.001	0.997	0.061	0.183	17.761	-0.19	0.41	40.89	33.6	18258	30
2024-10-9 17:8:54:211	HC-06(556C659059FE)	0.013	0.005	1.003	0.061	0.305	16.296	-0.19	0.42	41.07	33.6	18258	30
2024-10-9 17:8:54:238	HC-06(556C659059FE)	0.034	-0.012	0.994	0.122	0.183	15.320	-0.18	0.42	41.23	33.5	18258	30
2024-10-9 17:8:54:240	HC-06(556C659059FE)	-0.007	0.000	1.000	0.000	0.183	18.494	-0.18	0.42	41.41	33.5	18258	30
2024-10-9 17:8:54:240	HC-06(556C659059FE)	-0.032	-0.002	1.005	0.244	0.244	19.104	-0.18	0.42	41.61	33.6	18258	30
2024-10-9 17:8:54:266	HC-06(556C659059FE)	0.002	-0.003	0.997	-0.549	0.244	18.250	-0.19	0.43	41.80	33.5	18258	30
2024-10-9 17:8:54:267	HC-06(556C659059FE)	0.035	-0.011	1.005	0.183	0.061	17.944	-0.18	0.43	41.98	33.5	18258	30
2024-10-9 17:8:54:268	HC-06(556C659059FE)	-0.002	-0.001	0.990	0.061	0.244	19.836	-0.18	0.43	42.18	33.6	18258	30
2024-10-9 17:8:54:296	HC-06(556C659059FE)	-0.029	0.002	1.004	0.183	0.366	20.630	-0.18	0.43	42.39	33.4	18258	30
2024-10-9 17:8:54:298	HC-06(556C659059FE)	-0.015	0.003	0.999	-0.244	0.244	19.836	-0.18	0.43	42.59	33.5	18258	30
2024-10-9 17:8:54:299	HC-06(556C659059FE)	0.003	-0.001	1.003	0.488	0.244	18.860	-0.18	0.43	42.79	33.5	18258	30
2024-10-9 17:8:54:326	HC-06(556C659059FE)	-0.009	0.001	1.004	0.671	0.183	19.409	-0.18	0.44	42.99	33.4	18258	30
2024-10-9 17:8:54:327	HC-06(556C659059FE)	-0.022	0.010	1.008	0.488	0.305	19.287	-0.18	0.44	43.19	33.6	18258	30
2024-10-9 17:8:54:329	HC-06(556C659059FE)	-0.017	-0.005	0.993	-0.366	0.244	18.494	-0.18	0.44	43.39	33.5	18258	30
2024-10-9 17:8:54:357	HC-06(556C659059FE)	0.021	-0.001	1.005	0.183	0.244	17.395	-0.18	0.44	43.56	33.6	18258	30
2024-10-9 17:8:54:358	HC-06(556C659059FE)	-0.018	-0.001	1.000	0.122	0.122	18.127	-0.18	0.45	43.75	33.6	18258	30
2024-10-9 17:8:54:360	HC-06(556C659059FE)	-0.044	-0.002	1.000	0.122	0.366	18.494	-0.18	0.45	43.93	33.5	18258	30
2024-10-9 17:8:54:386	HC-06(556C659059FE)	0.015	0.002	1.002	-0.427	0.366	16.846	-0.18	0.46	44.12	33.5	18258	30
2024-10-9 17:8:54:388	HC-06(556C659059FE)	0.015	-0.017	1.000	0.305	0.061	15.991	-0.18	0.46	44.28	33.5	18258	30
